,ligand_pose,logits
9029,032_130_27781_0,0.02774129
9030,021_993_17136_0,0.018018585
9031,020_1653_13393_0,0.2137382
9032,022_333_5757_0,0.35895112
9033,029_107_6436_0,0.0031141008
9034,020_4897_27570_0,0.010179829
9035,006_29_6168_0,0.21829256
9036,020_3465_9696_0,0.017556425
9037,020_4501_9675_0,0.10354733
9038,023_1549_26004_0,0.0038553253
9039,022_457_10251_0,0.0038197956
9040,021_552_11767_0,0.0008967403
9041,022_241_1324_0,0.37391654
9042,022_1055_27371_0,0.016364671
9043,021_1611_1752_0,0.17670745
9044,022_1760_491_0,0.06331876
9045,002_11_21821_0,0.0020164845
9046,031_424_3746_0,0.015857471
9047,018_16_1853_0,0.01312636
9048,020_4285_10668_0,0.0033668317
9049,020_1029_9942_0,0.01476822
9050,022_1475_2535_0,0.031469855
9051,020_4681_27589_0,0.14486691
9052,020_3064_11695_0,0.012056023
9053,027_1_19468_0,0.0041449643
9054,020_1729_13418_0,0.0018793286
9055,021_1542_20623_0,0.0067121396
9056,021_540_6948_0,0.0029207643
9057,019_821_12362_0,0.031057118
9058,020_1772_16449_0,0.0064902003
9059,018_629_24826_0,0.00016405809
9060,031_25_23235_0,0.0015214188
9061,020_4723_15220_0,0.005348266
9062,021_673_13284_0,0.0012643484
9063,019_1947_9911_0,0.01192266
9064,021_3092_11762_0,0.0697423
9065,019_1364_24867_0,0.0024632013
9066,020_2844_21211_0,0.003539529
9067,022_1061_3218_0,0.013476022
9068,023_1614_24838_0,0.000907305
9069,018_1222_11507_0,0.020104082
9070,039_17_1501_0,0.358872
9071,018_1068_28347_0,0.0015708611
9072,022_454_18524_0,0.0011280569
9073,021_1079_18477_0,0.00044526337
9074,032_30_11477_0,0.18078731
9075,019_1956_28207_0,0.0013691175
9076,020_2915_7292_0,0.044694044
9077,020_3383_14772_0,0.0032835943
9078,020_600_2379_0,0.009254756
9079,036_80_25493_0,0.011249493
9080,023_1721_16425_0,0.003128213
9081,019_1877_27942_0,0.0030089887
9082,023_557_19004_0,0.007681685
9083,020_4315_11986_0,0.0024167052
9084,019_1235_21127_0,0.0047176126
9085,020_3393_5216_0,0.002271398
9086,032_698_5451_0,0.01614829
9087,020_2152_10585_0,0.012960977
9088,020_1317_22066_0,0.46795678
9089,033_26_3530_0,0.0077940426
9090,020_4797_11641_0,0.0038172638
9091,018_1132_8314_0,0.004239954
9092,020_1345_9738_0,0.46452743
9093,022_1010_941_0,0.33365187
9094,031_129_2431_0,0.017971106
9095,020_2524_17615_0,0.01707508
9096,022_1130_10607_0,0.00039914076
9097,020_4753_17964_0,0.007885195
9098,020_1853_21310_0,0.0017187129
9099,020_2740_21268_0,0.26228553
9100,019_733_20596_0,0.002616608
9101,023_585_1254_0,0.11617017
9102,019_792_5044_0,0.020021003
9103,019_476_4660_0,0.0018204309
9104,018_1323_18843_0,0.22409147
9105,023_1193_25427_0,0.0025193745
9106,020_3752_7143_0,0.34536424
9107,039_54_6493_0,0.51070744
9108,023_1619_27288_0,0.0011015041
9109,021_30_10024_0,0.023550466
9110,021_2865_20270_0,0.013207637
9111,023_531_5895_0,0.006748268
9112,020_2148_5289_0,0.0014094777
9113,022_316_4106_0,0.20991425
9114,020_1001_6795_0,0.014990466
9115,018_23_11988_0,0.028039224
9116,022_670_10230_0,0.008297352
9117,022_1455_15594_0,0.009126517
9118,019_1958_12365_0,0.0034413012
9119,019_366_9559_0,0.0077884966
9120,020_2628_12476_0,0.012291161
9121,020_4422_18393_0,0.21943589
9122,022_1232_1585_0,0.0020321347
9123,020_2033_9076_0,0.015645918
9124,020_1096_25134_0,0.0017228131
9125,023_345_3426_0,0.12185962
9126,022_1696_1062_0,0.9106292
9127,013_29_8430_0,0.0047633266
9128,020_3015_16420_0,0.0006227585
9129,006_34_938_0,0.6654965
9130,021_242_10325_0,0.008565023
9131,031_13_360_0,0.21807422
9132,021_654_1107_0,0.005942331
9133,021_1736_15994_0,0.0032437723
9134,023_961_9372_0,0.016880361
9135,019_1546_26108_0,0.0014082768
9136,020_114_6434_0,0.004378814
9137,020_1541_7967_0,0.019300051
9138,018_1113_17652_0,0.0032928602
9139,021_1097_27700_0,0.0021048868
9140,020_2724_3896_0,0.0023434712
9141,021_2913_11090_0,0.017948061
9142,020_240_13771_0,0.004028508
9143,020_306_6356_0,0.010118957
9144,018_1455_3034_0,0.0006994525
9145,023_497_4474_0,0.0018030482
9146,020_1879_13044_0,0.010742143
9147,020_3291_27351_0,0.00019684088
9148,021_722_6085_0,0.00516577
9149,020_1139_1409_0,0.23163705
9150,021_1377_15457_0,0.0053630266
9151,018_335_26546_0,0.0003928349
9152,028_21_12137_0,0.0010396538
9153,032_687_10835_0,0.001011484
9154,020_4653_812_0,0.45224226
9155,023_910_7487_0,0.0107763605
9156,020_176_19673_0,0.0030896554
9157,019_629_17837_0,0.035497013
9158,019_1731_27748_0,0.004046757
9159,003_35_8511_0,0.064852946
9160,021_1567_19710_0,0.013098107
9161,032_558_23855_0,0.008280651
9162,023_1198_25437_0,0.005730222
9163,020_645_26732_0,0.0008716481
9164,031_283_5405_0,0.00070767803
9165,018_496_10486_0,0.007285007
9166,"|&1:5,14,r|""	025_87_12904_0",0.008292414
9167,018_630_813_0,0.37134057
9168,019_161_13187_0,0.00752977
9169,021_2284_7903_0,0.10059961
9170,020_1392_23327_0,0.003024847
9171,018_1399_1144_0,0.002474035
9172,017_43_20674_0,0.0007462572
9173,022_899_1964_0,0.0075595006
9174,023_1165_25693_0,0.004569255
9175,019_1663_17770_0,0.08865085
9176,018_628_15060_0,0.00059477467
9177,018_205_4374_0,0.15587819
9178,021_2720_6122_0,0.06523676
9179,024_63_10499_0,0.0016194739
9180,019_1048_14816_0,0.0015999692
9181,019_950_24275_0,0.0032930747
9182,022_258_234_0,0.5923341
9183,019_1286_14747_0,0.0015558485
9184,023_638_19104_0,0.0003478573
9185,029_126_27709_0,0.013546032
9186,019_1472_25030_0,0.012031519
9187,023_1373_7505_0,0.0018749438
9188,022_118_27505_0,0.00032871275
9189,023_684_6906_0,0.016124338
9190,020_4648_7221_0,0.00830659
9191,018_1176_2749_0,0.1706092
9192,020_780_23737_0,0.006693637
9193,019_1089_27719_0,0.012586775
9194,036_57_20515_0,0.00081287895
9195,020_4590_22235_0,0.08070656
9196,019_1062_22891_0,0.0032023967
9197,022_1241_14479_0,0.0020267768
9198,020_4744_13592_0,0.19973186
9199,013_2_11430_0,0.007789929
9200,018_159_21598_0,0.0042525753
9201,032_694_16168_0,0.0016268287
9202,020_3354_15977_0,0.00535857
9203,021_2382_16175_0,0.08275101
9204,020_1788_26019_0,0.008096238
9205,021_291_28132_0,0.019698184
9206,023_1217_19921_0,0.002445231
9207,019_2227_24096_0,0.003936355
9208,022_440_22230_0,0.008451259
9209,022_296_5983_0,0.025288366
9210,020_2794_14384_0,0.006612453
9211,021_2469_27914_0,0.011495842
9212,021_402_8392_0,0.009072892
9213,021_2946_14669_0,0.027869793
9214,020_2560_18147_0,0.003449541
9215,023_1428_24339_0,0.005881231
9216,032_561_2753_0,0.23700885
9217,020_559_17536_0,0.010167507
9218,005_2_18816_0,0.0025525726
9219,021_493_14598_0,0.055371463
9220,021_2726_26437_0,0.0058732345
9221,018_805_25716_0,0.06881816
9222,020_1006_18535_0,0.0051543782
9223,020_3243_16138_0,0.007492383
9224,019_2172_18222_0,0.0032914695
9225,020_3248_22065_0,0.014322259
9226,020_3845_6292_0,0.009570829
9227,032_603_20109_0,0.019453496
9228,020_3161_28926_0,0.00012288977
9229,021_2325_23248_0,0.008917416
9230,018_317_20006_0,0.0074978955
9231,019_1284_18280_0,0.0012952954
9232,026_65_8113_0,0.012628303
9233,023_530_17389_0,0.023424357
9234,021_874_9196_0,0.0827967
9235,023_506_18424_0,0.017418223
9236,019_1768_26247_0,0.0022876847
9237,023_1621_25095_0,0.0002606823
9238,020_3736_28250_0,0.21635845
9239,018_1456_570_0,0.09575757
9240,025_58_8691_0,0.0011500699
9241,023_1088_10788_0,0.006274631
9242,021_595_26142_0,0.003667209
9243,021_2264_26873_0,0.01676839
9244,022_980_7383_0,0.005788185
9245,020_3192_9073_0,0.012416674
9246,020_1236_88_0,0.015666986
9247,019_2081_24944_0,0.0028952688
9248,023_338_1905_0,0.0061143776
9249,021_2287_11488_0,0.044866942
9250,019_1176_16978_0,0.02131333
9251,019_278_5483_0,0.011763534
9252,023_1735_7803_0,0.0036260555
9253,032_41_3227_0,0.0013444654
9254,024_65_5299_0,0.010612052
9255,020_972_8603_0,0.00036685469
9256,023_1707_14649_0,0.006421281
9257,019_1840_23715_0,0.0007306739
9258,019_2206_22990_0,0.0042520706
9259,020_649_21706_0,0.012946192
9260,020_544_22416_0,0.0004007421
9261,023_961_24537_0,0.0048013125
9262,018_116_15654_0,0.0023938105
9263,021_703_18017_0,0.09616399
9264,020_3662_11013_0,0.0052622203
9265,020_1994_26252_0,0.0017428254
9266,020_1089_5389_0,0.024443323
9267,019_669_16871_0,0.0032270378
9268,021_968_23882_0,0.019302856
9269,024_1_2256_0,0.20711587
9270,019_122_6515_0,0.001359415
9271,031_459_25706_0,0.003528557
9272,021_247_23376_0,0.01407427
9273,004_50_63_0,0.19218421
9274,021_805_22122_0,0.009754256
9275,004_15_704_0,0.54643834
9276,020_1223_5764_0,0.07737507
9277,020_4563_21043_0,0.0006796206
9278,018_1418_25533_0,0.027166676
9279,020_2534_1629_0,0.2837692
9280,020_4293_26419_0,0.004521685
9281,018_865_10981_0,0.0032266532
9282,020_980_22683_0,0.008598288
9283,020_646_9592_0,0.021915825
9284,020_4002_15581_0,0.0009846415
9285,023_773_20004_0,0.011791548
9286,019_1027_27546_0,0.0011494992
9287,022_649_24535_0,0.019746045
9288,019_487_7865_0,0.026524123
9289,020_2344_13762_0,0.0029084284
9290,020_409_11269_0,0.022544626
9291,020_3604_24083_0,0.006536069
9292,020_1643_9082_0,0.011828065
9293,019_972_19984_0,0.011191158
9294,031_339_814_0,0.49952456
9295,020_3886_12559_0,0.021898715
9296,018_1081_9723_0,0.0125258025
9297,018_635_25984_0,0.00489211
9298,020_4230_15720_0,0.046700455
9299,020_4096_27225_0,0.017186854
9300,020_2806_6631_0,0.02281491
9301,020_893_19896_0,0.36732987
9302,023_477_23090_0,0.002302304
9303,021_2716_22575_0,0.00076061743
9304,021_239_10023_0,0.0019620229
9305,023_679_23977_0,0.005531877
9306,018_757_19667_0,0.006880977
9307,032_732_4626_0,0.07040034
9308,020_4494_19521_0,0.0030723803
9309,018_752_4479_0,0.024048522
9310,023_1465_24910_0,0.0023917593
9311,018_1459_11702_0,0.012294017
9312,022_761_679_0,0.92540216
9313,018_250_14699_0,0.001601168
9314,023_533_20062_0,0.02000972
9315,022_1530_1919_0,0.1964314
9316,021_350_26198_0,0.0073144683
9317,019_50_19351_0,0.01616931
9318,020_3466_4692_0,0.11235809
9319,019_380_26457_0,0.008652689
9320,018_735_19174_0,0.009262987
9321,032_129_5197_0,0.013332712
9322,021_864_19589_0,0.0015682307
9323,023_957_15801_0,0.008397891
9324,018_1634_1973_0,0.0056344573
9325,"|&1:11,13,r|""	030_70_26625_0",0.0046050195
9326,021_1713_2473_0,0.07786372
9327,022_844_484_0,0.21242097
9328,021_241_19728_0,0.004610426
9329,034_81_1707_0,0.01933831
9330,023_1076_11267_0,0.003295561
9331,019_323_6066_0,0.012251093
9332,020_2259_26908_0,0.059268728
9333,023_1492_28353_0,0.0035595582
9334,022_1102_28381_0,0.015386378
9335,019_1583_25342_0,0.008900677
9336,018_20_12737_0,0.0011681764
9337,020_149_14118_0,0.007078523
9338,018_365_24519_0,0.00034755302
9339,019_1734_15254_0,0.0006913975
9340,021_420_26582_0,0.0015096564
9341,020_2486_9045_0,0.020278588
9342,020_1496_21750_0,0.08453644
9343,019_1750_25045_0,0.013101206
9344,012_40_10015_0,0.007345082
9345,018_671_250_0,0.6748521
9346,019_388_15446_0,0.0009834706
9347,006_35_849_0,0.4236956
9348,020_4684_1042_0,0.32868028
9349,021_2559_7041_0,0.0227717
9350,019_1542_13903_0,0.0029807962
9351,023_811_26335_0,0.00032885346
9352,019_845_3502_0,0.017290661
9353,021_787_9212_0,0.0015188884
9354,020_1938_20966_0,0.0018478789
9355,032_8_5454_0,0.034156274
9356,038_61_3425_0,0.01979547
9357,019_1861_16040_0,0.0011167257
9358,019_1075_11273_0,0.00085115264
9359,021_1812_8568_0,0.0047965623
9360,021_1298_24902_0,0.0020267323
9361,020_4126_10843_0,0.12853743
9362,007_8_2630_0,0.00646146
9363,019_203_13249_0,0.018615963
9364,019_907_21854_0,0.0045676986
9365,018_990_28724_0,0.090986855
9366,020_1532_26241_0,0.04951393
9367,021_946_1696_0,0.056425337
9368,022_869_2288_0,0.0015010936
9369,020_2004_5925_0,0.02615143
9370,023_221_3649_0,0.0009453151
9371,018_1211_8146_0,0.053770382
9372,038_27_21497_0,0.0019151479
9373,023_839_5211_0,0.037702102
9374,020_1457_1810_0,0.724651
9375,020_720_23467_0,0.0036347762
9376,022_750_850_0,0.050572235
9377,022_1459_22746_0,0.3536292
9378,022_237_22668_0,0.0009928746
9379,021_3038_21621_0,0.0021647864
9380,021_3064_19596_0,0.020144528
9381,019_2121_8132_0,0.012721876
9382,020_184_24980_0,0.019262686
9383,021_1574_26035_0,0.00086633506
9384,020_1358_3374_0,0.052281536
9385,031_455_12702_0,0.0012755314
9386,028_31_15503_0,0.071167655
9387,021_173_15531_0,0.0032011215
9388,022_1659_354_0,0.8297871
9389,022_823_10933_0,0.0077961236
9390,020_3249_7113_0,0.02279146
9391,018_166_23041_0,0.0148519315
9392,031_129_18589_0,0.0057396023
9393,021_1545_22039_0,0.000998089
9394,021_2603_10973_0,0.025731642
9395,022_276_19478_0,0.01192194
9396,020_315_6714_0,0.0117192585
9397,020_3704_27311_0,0.003532017
9398,018_105_5993_0,0.012283761
9399,021_270_27703_0,0.002876251
9400,022_83_13793_0,0.015958905
9401,020_3595_5414_0,0.008061336
9402,021_2777_13766_0,1.7474838e-06
9403,032_308_26969_0,0.012486142
9404,019_1608_19440_0,0.007557352
9405,023_376_16142_0,0.0062107383
9406,023_114_16567_0,0.0015793137
9407,022_1616_2964_0,0.1352639
9408,021_2997_11743_0,0.0047456278
9409,018_1180_4119_0,0.32387224
9410,020_2136_5807_0,0.003761195
9411,021_2361_22497_0,0.008177531
9412,018_533_18941_0,0.012492625
9413,020_2790_22914_0,0.0049701957
9414,004_16_387_0,0.3730098
9415,019_1326_22019_0,0.0036979232
9416,019_400_22134_0,0.0027191094
9417,023_703_5623_0,0.034075923
9418,020_4234_10399_0,0.014223416
9419,032_259_19319_0,0.001347644
9420,029_49_8655_0,0.0378883
9421,032_522_23817_0,0.0048572146
9422,018_990_602_0,0.014983702
9423,023_737_15251_0,0.017992115
9424,019_137_24591_0,0.013227191
9425,021_75_23694_0,0.012629105
9426,029_3_7053_0,0.11298128
9427,020_2104_9888_0,0.14400801
9428,020_950_9412_0,0.01844215
9429,021_2374_22238_0,0.0007580276
9430,040_52_15418_0,0.03037447
9431,039_12_26141_0,0.04179391
9432,018_131_11007_0,0.0048434595
9433,032_299_3721_0,0.5866479
9434,019_290_11841_0,0.003716876
9435,019_899_12769_0,0.0023984371
9436,021_1267_7845_0,0.0039984337
9437,019_999_25745_0,0.009090015
9438,021_1951_9751_0,0.013894713
9439,019_639_16155_0,0.00721326
9440,023_149_20905_0,0.0031680386
9441,023_1687_8423_0,0.008680112
9442,021_743_24561_0,0.0128308255
9443,020_1613_28574_0,0.02486539
9444,019_630_17617_0,0.005381841
9445,022_75_19423_0,0.019156469
9446,036_88_15954_0,0.00083372823
9447,033_78_4599_0,0.07381615
9448,020_1371_17688_0,0.34535372
9449,023_1597_22033_0,0.0015044723
9450,021_2283_23414_0,0.01422405
9451,019_869_23267_0,0.01190679
9452,019_2139_26114_0,0.13074927
9453,020_1755_1384_0,0.13778274
9454,021_497_10787_0,0.0007989914
9455,023_1569_21498_0,0.0080588125
9456,020_4293_20924_0,0.16475813
9457,022_1646_7438_0,0.017909242
9458,023_838_24770_0,0.0030338953
9459,032_606_2316_0,0.69685477
9460,019_1664_12792_0,0.010181558
9461,019_1384_22933_0,0.0060063167
9462,019_121_12083_0,0.0012430069
9463,015_33_10819_0,0.0060354536
9464,039_1_1749_0,0.17668773
9465,022_972_7664_0,0.05706583
9466,006_56_877_0,0.1922286
9467,019_1173_25202_0,0.0052131778
9468,021_2539_13101_0,0.06799239
9469,020_4665_3508_0,0.46462625
9470,022_482_24882_0,0.0004357755
9471,021_1388_22069_0,0.043160524
9472,023_1358_14608_0,0.0068150605
9473,023_64_12783_0,0.20496297
9474,020_2241_25034_0,0.008995863
9475,032_445_19641_0,0.00506753
9476,021_800_19253_0,0.0037986105
9477,019_1993_4210_0,0.008592603
9478,019_1518_20313_0,0.022092769
9479,020_3092_25538_0,0.0013867584
9480,020_2931_6288_0,0.0037829555
9481,020_1675_5899_0,0.010229534
9482,029_69_2748_0,0.04820739
9483,019_1416_12738_0,0.006390143
9484,018_623_2909_0,0.000836264
9485,037_25_13232_0,0.029297542
9486,020_271_24158_0,0.0024204405
9487,022_1725_1214_0,0.060970556
9488,020_4689_25055_0,0.14278562
9489,018_352_20382_0,0.0046468875
9490,032_4_1833_0,0.07623258
9491,025_43_17963_0,0.0012248714
9492,026_59_15700_0,0.0020604068
9493,020_3199_12901_0,0.0014692303
9494,021_478_17488_0,0.0032015871
9495,018_1206_9857_0,0.0067462353
9496,022_917_20587_0,0.11857427
9497,023_1504_27536_0,0.00986067
9498,020_874_16611_0,0.0069072978
9499,004_33_10367_0,0.029365188
9500,020_2676_22442_0,0.014950639
9501,020_1239_10802_0,0.012933872
9502,020_367_10672_0,0.12392001
9503,018_627_25483_0,0.00016242899
9504,022_803_3190_0,0.0039940956
9505,019_874_17876_0,0.002115782
9506,020_2274_28189_0,0.11938608
9507,020_926_9999_0,0.00069816114
9508,020_2467_12291_0,0.016113024
9509,041_34_1009_0,0.36698803
9510,020_3480_10968_0,0.0061931163
9511,021_1706_1427_0,0.029668778
9512,019_1740_7189_0,0.016885394
9513,019_1856_5681_0,0.00497583
9514,020_3002_22609_0,0.011971167
9515,015_2_7079_0,0.0054379925
9516,019_8_28129_0,0.007461007
9517,018_373_12690_0,0.010368441
9518,021_447_21725_0,0.045687266
9519,023_1519_27997_0,0.054176185
9520,018_437_12621_0,0.5031764
9521,022_1632_8227_0,0.0022231305
9522,038_17_5412_0,0.0012231979
9523,019_179_28383_0,0.0074124318
9524,019_1261_14815_0,0.0017726177
9525,019_1028_14780_0,0.0038134542
9526,017_36_11208_0,0.004500913
9527,019_2216_10142_0,0.018217202
9528,035_74_20018_0,0.023770832
9529,020_3557_12759_0,0.009647082
9530,020_3047_6462_0,0.011928087
9531,018_474_21903_0,0.0036179777
9532,019_2047_18012_0,0.0017482309
9533,020_1146_18703_0,0.15246552
9534,020_304_22348_0,0.0017106703
9535,023_312_21478_0,0.007010468
9536,001_38_1633_0,0.44894156
9537,021_1326_5000_0,0.21006534
9538,020_3934_8339_0,0.004885445
9539,021_2481_27141_0,0.00617509
9540,018_518_21980_0,0.0075198743
9541,023_1329_21862_0,0.004690436
9542,018_573_1813_0,0.578157
9543,020_3360_7511_0,0.032649662
9544,020_3606_12875_0,0.00825947
9545,031_117_26172_0,0.0040301783
9546,017_54_20308_0,0.014512866
9547,020_2974_14236_0,0.07872367
9548,023_675_16078_0,0.010595098
9549,019_657_16165_0,0.0012938379
9550,022_89_12404_0,0.00021629105
9551,022_1653_1153_0,0.5638876
9552,018_287_26236_0,0.28969303
9553,018_756_11531_0,0.06748227
9554,033_31_1230_0,0.12190031
9555,006_61_184_0,0.10081301
9556,019_723_25198_0,0.0069055646
9557,021_2797_22232_0,0.008067506
9558,020_3103_4782_0,0.039946746
9559,021_1206_25644_0,0.043963764
9560,022_1721_5060_0,0.0075684213
9561,026_52_6362_0,0.04681154
9562,023_1164_20265_0,0.048912477
9563,020_2037_16960_0,0.0036744673
9564,023_243_9202_0,0.0060118334
9565,018_974_9377_0,0.005048213
9566,019_1121_4150_0,0.025261138
9567,020_3865_21667_0,0.007672693
9568,030_45_6254_0,0.002964979
9569,022_1554_19063_0,0.0023802468
9570,029_123_14337_0,0.010933733
9571,020_4767_9540_0,0.0073202383
9572,021_2591_7415_0,0.005304878
9573,022_226_24460_0,0.009913408
9574,019_1905_22534_0,0.0076286537
9575,023_1571_20748_0,0.009106126
9576,019_1779_10256_0,0.002357118
9577,022_1426_15989_0,0.8970578
9578,031_129_27938_0,0.004064077
9579,020_1786_18888_0,0.0094013475
9580,020_3975_14590_0,0.006149228
9581,021_3025_25709_0,0.0040168236
9582,020_4032_24743_0,0.023811065
9583,019_167_15921_0,0.002326166
9584,019_256_3432_0,0.08198092
9585,022_20_25158_0,1.1172463e-05
9586,020_1960_10156_0,0.033947133
9587,020_1906_27543_0,0.025909925
9588,034_85_627_0,0.67118496
9589,031_152_1028_0,0.16750094
9590,023_375_14126_0,0.00067653076
9591,024_36_25333_0,0.009228882
9592,023_942_25371_0,0.02254117
9593,020_1123_1956_0,0.11359654
9594,021_2268_15927_0,0.006916118
9595,003_5_27561_0,0.003896762
9596,023_609_19834_0,0.01722141
9597,019_1918_28074_0,0.0028568276
9598,023_996_10192_0,0.0047813994
9599,020_4663_10514_0,0.03638922
9600,021_571_11821_0,0.0038770922
9601,021_216_12162_0,0.021758527
9602,020_4679_8803_0,0.07739006
9603,031_347_1912_0,0.2634508
9604,018_1162_10534_0,0.03535808
9605,023_1453_22339_0,0.0028697539
9606,015_45_15590_0,0.0017334716
9607,019_1567_26382_0,0.0029552712
9608,020_798_2433_0,0.28186798
9609,023_1598_23543_0,0.0025923797
9610,021_3098_17024_0,0.01744156
9611,022_1299_2539_0,0.0010208815
9612,020_3922_7433_0,0.00060420076
9613,020_2221_10848_0,0.030315476
9614,019_654_18516_0,0.01915759
9615,020_2315_15263_0,0.13321784
9616,037_13_18184_0,0.015740529
9617,020_4342_24672_0,0.007949798
9618,019_1872_9030_0,0.0057778005
9619,020_466_5330_0,0.010784904
9620,020_1662_2179_0,0.074411206
9621,020_294_7051_0,0.46770135
9622,019_601_28242_0,0.0019586699
9623,019_113_14653_0,0.0017956431
9624,019_1062_10589_0,0.0024113227
9625,022_1174_22466_0,0.00011707531
9626,019_1967_9134_0,0.0018793967
9627,021_2847_3272_0,0.20977975
9628,022_990_3415_0,0.51220506
9629,020_922_23200_0,0.01785832
9630,028_68_6322_0,0.119523965
9631,018_443_17323_0,0.00089014956
9632,020_3163_15652_0,0.15428649
9633,018_597_1364_0,0.04959255
9634,022_644_5035_0,0.2547405
9635,021_7_6236_0,0.22200273
9636,019_351_24088_0,0.014614929
9637,020_3511_17394_0,0.0016123902
9638,021_2497_2367_0,0.20590273
9639,018_757_28345_0,0.0019201566
9640,021_604_26528_0,0.00034593488
9641,020_815_2001_0,0.034445204
9642,023_1367_22710_0,0.013121556
9643,020_4250_23935_0,0.00262239
9644,020_1580_6489_0,0.14047205
9645,021_85_22871_0,0.00046122057
9646,023_191_494_0,0.174804
9647,020_4506_14472_0,0.012139128
9648,021_3082_23599_0,0.0006454647
9649,022_276_6449_0,0.008579034
9650,031_197_3647_0,0.022186918
9651,018_197_284_0,0.09012286
9652,023_111_7179_0,0.003332504
9653,021_1889_27149_0,0.0010149698
9654,019_1143_7969_0,0.008851521
9655,029_71_4569_0,0.1129276
9656,021_759_25628_0,0.026278649
9657,023_1636_10189_0,0.055619262
9658,019_495_28088_0,0.006815093
9659,021_274_17552_0,0.0012300777
9660,009_6_25028_0,0.012037816
9661,026_68_17041_0,0.012157595
9662,032_57_4181_0,0.00341942
9663,020_3554_28468_0,0.014954472
9664,032_811_5310_0,0.0014591912
9665,019_716_21909_0,0.0020429776
9666,019_1219_18695_0,0.005045761
9667,020_2100_4967_0,0.056286734
9668,020_3941_19598_0,0.0054101725
9669,021_997_13312_0,0.004267466
9670,019_140_27820_0,0.028484963
9671,022_1004_12619_0,0.0028389948
9672,022_1213_25477_0,0.0017241826
9673,021_1779_19585_0,0.001611678
9674,022_221_8934_0,0.0030384043
9675,021_2733_1134_0,0.08509736
9676,018_629_12507_0,0.013136729
9677,192C9_5_0,0.0050385604
9678,020_1831_14757_0,0.035613757
9679,022_1688_1320_0,0.3064654
9680,018_25_27044_0,0.011486851
9681,029_97_18220_0,0.23271334
9682,020_471_4867_0,0.36471045
9683,032_661_10160_0,0.0039369757
9684,023_813_1322_0,0.0060114805
9685,032_231_16547_0,0.021174688
9686,021_671_16945_0,0.00064983626
9687,019_875_5888_0,0.0012747585
9688,031_72_17946_0,0.0003430121
9689,031_20_6020_0,0.64297664
9690,032_190_28669_0,1.4316664e-07
9691,019_1707_11091_0,0.004093371
9692,030_52_20817_0,0.017185548
9693,038_44_26071_0,0.0008148269
9694,022_1641_10215_0,0.0099388305
9695,021_1882_8686_0,0.0027554638
9696,020_4138_16578_0,0.0020666216
9697,022_1035_2253_0,0.033276785
9698,021_122_26571_0,0.017723056
9699,021_2018_16613_0,0.0053347023
9700,032_416_7588_0,0.0012818291
9701,032_399_8349_0,0.00074227306
9702,022_633_1951_0,0.010097214
9703,012_50_23308_0,0.00040466854
9704,023_174_22093_0,0.00057087495
9705,011_25_26023_0,0.0013638675
9706,023_674_8054_0,0.0028006502
9707,015_11_12314_0,0.0017026399
9708,023_391_5825_0,0.00460547
9709,023_1204_28219_0,0.0015893937
9710,031_74_953_0,0.27083167
9711,021_2460_25137_0,0.048177995
9712,018_1583_16441_0,0.16623528
9713,025_40_23006_0,0.00072913076
9714,032_142_5152_0,0.010940996
9715,023_844_16415_0,0.0059145615
9716,021_2957_27302_0,0.0008261884
9717,021_320_8550_0,0.03650113
9718,023_1388_12330_0,0.12036574
9719,023_240_19278_0,0.0018517448
9720,022_1181_15417_0,0.0064001875
9721,032_202_24405_0,0.005257021
9722,023_1184_28845_0,0.0010296215
9723,021_3003_13878_0,0.0040850597
9724,024_28_18150_0,0.013535606
9725,019_1888_13825_0,0.018906986
9726,032_485_28202_0,0.04864686
9727,032_133_695_0,0.09775039
9728,018_1078_16215_0,0.0006996825
9729,020_3505_4863_0,0.049563497
9730,020_2392_4013_0,0.006627085
9731,018_1389_18537_0,0.02224651
9732,020_3202_17510_0,0.028934397
9733,022_343_2229_0,0.0029417553
9734,020_1133_23037_0,0.02754245
9735,031_462_1287_0,0.09833518
9736,018_990_28783_0,0.008777905
9737,029_131_1413_0,0.068128675
9738,021_2922_27469_0,0.0031291621
9739,020_2568_25316_0,0.00048992527
9740,021_638_27602_0,0.0031472237
9741,021_581_16522_0,0.0025047567
9742,021_2501_13304_0,0.00093583687
9743,022_1311_2359_0,0.548228
9744,023_1204_28195_0,0.0019327933
9745,018_231_16006_0,0.011684092
9746,020_1015_5252_0,0.0017065078
9747,018_950_24414_0,0.00096922036
9748,020_1221_995_0,0.4811125
9749,018_5_636_0,0.15024711
9750,022_462_24116_0,0.053177893
9751,005_17_16039_0,0.0052690837
9752,032_419_26956_0,3.730622e-06
9753,021_2973_26788_0,0.003743914
9754,021_921_18157_0,0.004030242
9755,018_1355_6123_0,0.5432186
9756,029_71_4658_0,0.09379469
9757,021_2492_9170_0,0.04676493
9758,018_181_20918_0,0.0014068774
9759,018_152_14996_0,0.0006390839
9760,021_2986_14569_0,0.00030858043
9761,033_79_5172_0,0.09058375
9762,019_1313_12488_0,0.0032749246
9763,019_2211_18605_0,0.011348686
9764,022_1514_26351_0,0.00061058276
9765,031_228_28925_0,0.0060168365
9766,018_847_21858_0,0.016976513
9767,021_612_11260_0,0.015785074
9768,022_123_26819_0,0.0035594418
9769,023_1574_27201_0,0.0063651716
9770,022_970_1079_0,0.22605921
